ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘
2026071910020807,1,07182313,17,       6944,  13.6,   1.8, 129.1,  50.9,  17.9,  31.9,  19.1,  21.6,  22.2,  27.5,   7.6, 102.8,  13.8,  45.9,  18.2,  37.2,  46.6
2026071910020807,1,07182321,17,       7065,  13.5,   1.8, 128.4,  50.0,  17.8,  32.4,  19.4,  21.6,  22.0,  27.5,   7.4, 104.6,  14.0,  43.8,  18.4,  29.7,  47.4
2026071910020807,1,07182330,17,       7494,  14.0,   1.8, 136.2,  46.8,  17.6,  33.8,  20.3,  20.3,  22.7,  28.9,   7.8, 111.0,  13.8,  43.1,  18.9,  31.5,  46.1
2026071910020807,1,07182338,17,       7605,  14.0,   1.8, 138.2,  47.1,  17.3,  33.6,  20.2,  20.4,  22.2,  28.8,   7.6, 110.6,  13.6,  41.3,  19.0,  31.5,  46.8
2026071910020807,1,07182346,17,       7655,  14.1,   1.8, 136.0,  47.4,  17.3,  33.8,  19.6,  19.8,  22.0,  28.0,   7.7, 109.3,  13.5,  40.5,  19.1,  31.5,  47.1
2026071910020807,1,07182354,17,       7775,  13.9,   1.8, 135.2,  47.8,  17.0,  33.9,  19.0,  20.0,  21.9,  26.5,   7.5, 109.1,  13.7,  38.8,  19.3,  30.9,  46.4
2026071910020807,1,07190007,17,       7920,  13.8,   1.9, 134.8,  48.7,  16.7,  34.2,  18.9,  18.3,  22.3,  27.0,   7.5, 105.6,  13.1,  36.8,  19.6,  31.5,  46.5
2026071910020807,1,07190015,17,       8024,  12.9,   1.9, 133.7,  49.0,  16.8,  34.6,  19.1,  18.0,  22.3,  26.8,   7.6, 106.9,  13.1,  37.1,  18.7,  31.7,  43.6
2026071910020807,1,07190024,17,       8119,  12.7,   1.9, 135.3,  49.5,  17.0,  35.1,  18.9,  18.2,  22.6,  27.1,   7.5, 108.2,  12.3,  37.3,  18.8,  32.1,  42.7
2026071910020807,1,07190032,17,       8218,  12.3,   1.9, 134.1,  49.4,  15.6,  35.1,  18.6,  18.0,  22.9,  27.0,   7.5, 109.5,  12.4,  37.7,  19.0,  32.5,  43.2
2026071910020807,1,07190040,17,       8309,  12.4,   2.0, 132.9,  49.9,  15.4,  35.5,  18.7,  18.1,  23.0,  24.2,   7.6, 110.7,  12.2,  38.2,  18.2,  32.7,  43.7
2026071910020807,1,07190048,17,       8453,  12.5,   2.0, 135.2,  50.0,  14.5,  36.1,  18.8,  18.3,  23.2,  22.4,   7.3, 110.8,  12.2,  38.2,  18.4,  32.9,  43.3
2026071910020807,1,07190057,17,       8480,  12.5,   2.0, 135.6,  49.8,  14.5,  36.0,  18.7,  18.3,  23.3,  22.1,   7.3, 111.2,  12.2,  38.1,  18.4,  33.0,  43.4
2026071910020807,1,07190105,17,       8988,  13.2,   1.9, 119.8,  52.8,  15.3,  37.8,  19.8,  19.0,  24.3,  23.2,   7.6, 117.8,  12.7,  39.5,  19.5,  34.7,  42.8
2026071910020807,1,07190113,17,       9070,  13.3,   1.9, 120.9,  53.3,  15.5,  37.9,  19.6,  18.9,  21.5,  23.4,   7.5, 118.9,  12.8,  39.8,  19.2,  35.0,  43.1
2026071910020807,1,07190121,17,       9257,  13.5,   1.9, 121.4,  54.4,  15.7,  38.5,  19.6,  19.2,  22.0,  23.7,   6.8, 115.7,  12.7,  38.3,  19.5,  35.6,  43.8
2026071910020807,1,07190130,17,       9407,  13.7,   1.9, 123.3,  54.9,  15.6,  38.9,  20.0,  19.2,  17.2,  23.5,   6.9, 117.5,  12.9,  38.9,  19.8,  35.8,  44.2
2026071910020807,1,07190138,17,       9846,  13.2,   2.0, 110.9,  57.4,  15.0,  38.8,  13.4,  20.0,  18.0,  23.0,   7.2,  83.7,  12.8,  40.6,  20.2,  37.3,  43.7
2026071910020807,1,07190146,17,       9876,  13.2,   2.0, 111.2,  56.8,  14.9,  38.9,  13.3,  20.0,  18.0,  22.9,   7.2,  84.0,  12.9,  40.5,  19.8,  37.4,  43.8
2026071910020807,1,07190154,17,       9971,  13.2,   2.1, 104.9,  53.5,  14.9,  38.9,  13.4,  20.0,  18.0,  22.2,   7.2,  83.0,  12.9,  40.4,  19.7,  36.7,  42.6
2026071910020807,1,07190203,17,      10023,  12.6,   2.1,  98.9,  52.0,  15.0,  39.1,  13.4,  20.1,  18.1,  22.3,   7.2,  83.5,  12.8,  40.4,  19.8,  36.9,  42.8
2026071910020807,1,07190211,17,      10123,  12.5,   2.1,  99.9,  52.2,  14.8,  39.3,  13.4,  20.2,  18.2,  22.4,   7.1,  84.3,  12.9,  40.4,  19.5,  37.1,  42.8
2026071910020807,1,07190219,17,      10149,  12.4,   2.1, 100.2,  52.0,  14.6,  39.4,  13.5,  20.2,  18.3,  22.4,   7.1,  84.5,  13.0,  40.5,  19.5,  37.2,  42.9
2026071910020807,1,07190228,17,      10385,  12.7,   2.1, 100.0,  53.2,  14.6,  38.2,  13.7,  20.6,  18.7,  21.1,   7.2,  86.5,  12.6,  36.9,  19.9,  37.7,  42.8
2026071910020807,1,07190236,17,      10455,  12.5,   2.1, 100.7,  51.6,  14.6,  38.1,  13.8,  20.6,  18.8,  20.8,   7.1,  85.3,  12.7,  37.1,  20.0,  37.5,  42.8
2026071910020807,1,07190244,17,      10518,  12.5,   2.1, 101.3,  48.0,  14.2,  38.2,  13.9,  20.4,  18.9,  20.7,   7.1,  85.8,  12.7,  36.5,  20.0,  37.7,  43.1
2026071910020807,1,07190252,17,      10543,  12.5,   2.1, 101.6,  48.1,  14.2,  38.1,  13.9,  20.4,  18.9,  20.7,   7.1,  85.1,  12.7,  36.5,  19.9,  36.0,  43.0
2026071910020807,1,07190301,17,      10608,  12.5,   2.1, 102.2,  47.9,  14.2,  38.2,  14.0,  19.5,  19.0,  20.1,   7.1,  85.7,  12.7,  36.2,  20.0,  36.2,  43.0
2026071910020807,1,07190309,17,      10622,  12.5,   2.1, 101.1,  48.0,  14.2,  37.9,  14.0,  19.6,  19.0,  20.1,   7.1,  85.8,  12.7,  36.1,  20.0,  36.3,  43.1
2026071910020807,1,07190317,17,      10658,  12.5,   2.1, 101.5,  47.9,  14.2,  38.0,  13.8,  19.2,  19.0,  20.2,   7.1,  85.2,  12.8,  36.1,  20.1,  36.4,  43.2
2026071910020807,1,07190325,17,      10683,  12.3,   2.1, 100.5,  48.0,  14.2,  38.1,  13.8,  19.2,  19.0,  20.2,   7.1,  84.6,  12.7,  36.2,  20.1,  36.5,  43.1
2026071910020807,1,07190334,17,      10757,  12.4,   2.1, 100.0,  47.5,  14.2,  38.0,  13.9,  19.1,  18.9,  19.4,   7.1,  84.3,  12.7,  35.8,  20.1,  36.6,  43.2
2026071910020807,1,07190342,17,      10780,  12.2,   2.1, 100.2,  47.6,  14.2,  37.8,  13.9,  19.1,  18.9,  19.4,   7.1,  84.5,  12.7,  35.9,  20.1,  36.5,  43.1
2026071910020807,1,07190350,17,      10794,  12.1,   2.1, 100.4,  47.4,  14.2,  37.8,  13.9,  19.1,  19.0,  19.4,   7.1,  84.6,  12.7,  35.8,  20.2,  36.4,  43.1
2026071910020807,1,07190358,17,      10923,  10.7,   2.2, 101.6,  48.0,  14.1,  37.9,  14.0,  19.3,  19.2,  19.6,   7.2,  85.6,  12.8,  36.1,  20.4,  35.9,  43.4
2026071910020807,1,07190407,17,      11030,  10.8,   2.2, 101.4,  47.9,  13.9,  35.1,  13.6,  19.5,  19.3,  18.9,   7.2,  85.6,  13.0,  36.3,  20.6,  36.3,  43.6
2026071910020807,1,07190415,17,      11048,  10.8,   2.2, 100.4,  48.0,  13.9,  35.2,  13.6,  19.4,  19.4,  18.9,   7.2,  84.9,  13.0,  36.3,  20.6,  36.3,  43.7
2026071910020807,1,07190423,17,      11132,  10.7,   2.2,  98.9,  47.3,  13.9,  35.2,  13.7,  19.3,  19.4,  19.0,   7.2,  84.0,  12.8,  36.3,  20.7,  36.2,  43.6
2026071910020807,1,07190431,17,      11197,  10.7,   2.2,  99.5,  47.3,  13.8,  35.2,  13.7,  19.2,  19.5,  18.7,   7.2,  84.5,  12.5,  36.5,  20.5,  36.4,  43.6
2026071910020807,1,07190440,17,      11291,  10.4,   2.2,  99.2,  47.5,  13.9,  34.6,  13.8,  19.0,  19.6,  18.7,   7.2,  85.2,  12.6,  36.7,  20.7,  36.7,  40.8
2026071910020807,1,07190448,17,      11416,  10.5,   2.3, 100.3,  43.2,  13.9,  34.9,  13.9,  19.1,  19.0,  18.8,   7.2,  84.5,  12.7,  37.1,  20.0,  34.3,  37.8
2026071910020807,1,07190456,17,      11453,  10.5,   2.3,  99.5,  43.2,  13.7,  34.7,  13.9,  19.2,  19.1,  18.8,   7.2,  84.8,  12.7,  36.7,  20.0,  34.4,  38.0
2026071910020807,1,07190504,17,      11486,  10.6,   2.3,  96.7,  42.7,  13.7,  34.8,  13.9,  19.2,  19.1,  18.9,   7.2,  83.5,  12.6,  36.7,  20.1,  34.4,  37.9
2026071910020807,1,07190513,17,      11545,  10.6,   2.3,  96.2,  42.7,  13.5,  34.9,  14.0,  18.9,  19.2,  18.4,   7.2,  82.4,  12.6,  36.3,  20.2,  34.5,  38.0
2026071910020807,1,07190521,17,      11630,  10.5,   2.3,  95.9,  42.8,  13.6,  35.1,  14.0,  19.0,  19.0,  18.5,   7.2,  75.6,  12.7,  36.4,  20.3,  34.4,  38.1
2026071910020807,1,07190529,17,      11712,  10.5,   2.3,  95.6,  42.9,  13.7,  34.0,  14.0,  18.8,  19.2,  18.3,   7.1,  75.5,  12.8,  35.3,  20.5,  34.7,  38.0
2026071910020807,1,07190537,17,      11856,   9.5,   2.3,  96.7,  43.1,  13.8,  34.4,  14.1,  19.0,  19.3,  18.5,   7.0,  75.8,  13.0,  35.6,  20.7,  34.9,  38.2
2026071910020807,1,07190546,17,      11972,   9.4,   2.3,  97.7,  43.3,  13.7,  34.5,  14.0,  19.1,  19.0,  18.0,   7.1,  76.6,  12.9,  35.8,  20.6,  35.3,  38.6
2026071910020807,1,07190554,17,      12069,   9.5,   2.4,  97.5,  43.4,  13.7,  34.4,  14.1,  18.8,  19.0,  18.1,   7.2,  76.6,  12.4,  35.3,  20.8,  35.3,  38.7
2026071910020807,1,07190602,17,      12250,   9.6,   2.4,  98.0,  44.1,  13.6,  35.0,  13.6,  18.9,  18.2,  17.3,   7.2,  77.7,  12.5,  35.8,  21.0,  35.1,  39.3
2026071910020807,1,07190610,17,      12354,   9.6,   2.4,  97.8,  44.1,  13.7,  35.0,  13.7,  19.1,  18.3,  17.1,   7.1,  72.1,  12.5,  35.2,  21.1,  34.9,  38.0
2026071910020807,1,07190619,17,      12577,   9.2,   2.4,  92.3,  44.5,  13.8,  34.2,  13.8,  19.3,  18.5,  17.3,   7.1,  73.4,  12.4,  35.4,  21.4,  33.5,  38.6
2026071910020807,1,07190627,17,      12665,   9.2,   2.4,  92.9,  44.6,  13.8,  34.2,  13.7,  19.0,  18.6,  17.2,   7.1,  73.9,  12.4,  35.1,  21.6,  33.2,  38.8
2026071910020807,1,07190635,17,      13135,   7.7,   2.5,  95.5,  44.1,  14.1,  35.0,  14.1,  18.7,  18.8,  17.5,   7.2,  54.4,  12.7,  35.9,  22.3,  32.7,  39.5
2026071910020807,1,07190643,17,      13424,   7.9,   2.6,  96.7,  45.1,  13.5,  34.6,  14.4,  18.8,  19.1,  16.9,   6.6,  55.0,  13.0,  35.0,  22.8,  33.3,  39.9
2026071910020807,1,07190652,17,      13652,   7.9,   2.6,  94.1,  43.6,  13.6,  34.1,  14.4,  18.2,  19.3,  16.9,   6.5,  54.6,  13.0,  35.1,  22.6,  33.2,  39.8
2026071910020807,1,07190700,17,      13777,   7.8,   2.6,  95.0,  43.7,  13.6,  34.1,  14.4,  18.4,  19.4,  16.7,   6.5,  55.1,  13.0,  33.8,  22.7,  33.5,  39.9
2026071910020807,1,07190708,17,      14423,   6.6,   2.7,  99.4,  45.4,  13.1,  35.5,  13.9,  18.1,  20.1,  15.9,   6.7,  57.6,  13.4,  34.2,  23.7,  34.7,  41.6
2026071910020807,1,07190716,17,      14814,   6.8,   2.8, 102.1,  46.1,  13.1,  35.3,  13.6,  15.2,  20.4,  16.2,   6.7,  58.9,  13.8,  33.1,  23.7,  35.4,  42.6
2026071910020807,1,07190725,17,      15411,   6.9,   2.8, 101.8,  44.9,  13.0,  35.4,  11.8,  15.3,  20.3,  16.3,   6.8,  53.1,  13.0,  32.1,  24.6,  36.3,  43.1
2026071910020807,1,07190733,17,      15909,   7.0,   2.9, 104.3,  34.0,  12.8,  35.7,  12.0,  15.5,  17.9,  16.5,   6.7,  54.1,  13.4,  30.6,  25.3,  36.9,  44.5
2026071910020807,1,07190741,17,      16387,   7.0,   2.9, 104.8,  33.1,  13.1,  36.2,  12.3,  13.8,  18.0,  16.5,   6.8,  50.4,  13.7,  29.3,  25.7,  36.0,  45.2
2026071910020807,1,07190749,17,      16692,   7.0,   3.0, 105.1,  32.6,  13.1,  36.3,  11.3,  13.9,  18.0,  16.2,   6.8,  50.7,  13.8,  29.5,  25.9,  35.5,  45.8
2026071910020807,1,07190758,17,      17121,   7.0,   3.1, 106.1,  32.6,  13.0,  34.8,  11.1,  13.5,  18.0,  16.0,   6.6,  51.8,  14.0,  29.7,  26.5,  34.9,  45.8
2026071910020807,1,07190806,17,      17497,   7.1,   3.1, 105.2,  33.1,  13.2,  33.2,  11.2,  13.4,  18.2,  15.9,   6.6,  51.6,  14.0,  30.0,  27.1,  34.9,  44.4
2026071910020807,1,07190814,17,      18049,   7.2,   3.1, 102.4,  32.7,  12.6,  33.1,  11.0,  13.1,  18.2,  15.8,   6.5,  52.8,  14.1,  29.6,  27.9,  35.5,  45.1
2026071910020807,1,07190822,17,      18436,   7.2,   3.1, 101.7,  32.7,  12.8,  32.2,  10.9,  13.2,  18.1,  15.5,   6.4,  53.8,  13.6,  29.7,  28.5,  35.9,  45.6
2026071910020807,1,07190831,17,      19040,   7.0,   3.2, 105.0,  32.7,  13.0,  30.0,  11.0,  13.4,  17.3,  15.2,   6.4,  54.7,  13.5,  30.2,  29.0,  36.6,  46.8
2026071910020807,1,07190839,17,      19543,   7.0,   3.3, 104.2,  32.7,  13.0,  28.3,  11.0,  13.5,  17.6,  15.1,   6.4,  55.6,  12.8,  30.6,  28.9,  36.9,  46.1
2026071910020807,1,07190847,17,      20639,   6.9,   3.2,  94.3,  32.3,  13.5,  28.5,  11.4,  13.7,  17.9,  15.3,   6.2,  57.7,  12.8,  30.5,  29.9,  37.5,  46.9
2026071910020807,1,07190855,17,      21360,   7.0,   3.2,  96.0,  30.7,  13.7,  28.2,  11.2,  13.8,  16.5,  15.3,   6.2,  58.9,  12.8,  30.9,  30.7,  37.2,  46.8
2026071910020807,1,07190904,17,      22524,   7.0,   3.1,  89.2,  30.9,  14.1,  28.1,  11.6,  14.3,  16.5,  14.9,   6.3,  61.0,  13.2,  29.9,  30.8,  37.5,  46.2
2026071910020807,1,07190912,17,      22994,   7.1,   3.2,  90.1,  28.9,  14.0,  27.6,  11.6,  14.4,  16.2,  14.7,   6.3,  61.9,  13.2,  29.5,  31.3,  36.3,  44.2
2026071910020807,1,07190920,17,      24978,   7.6,   2.9,  97.0,  30.6,  13.1,  27.9,  11.4,  15.3,  16.5,  15.3,   6.6,  64.8,  13.4,  29.4,  33.6,  37.9,  45.7
2026071910020807,1,07190928,17,      26252,   7.8,   3.1,  96.3,  29.6,  13.4,  27.6,  11.7,  14.9,  15.2,  15.4,   6.5,  66.6,  13.8,  29.4,  33.9,  37.5,  29.7
2026071910020807,1,07190937,17,      27390,   8.0,   3.2,  98.7,  29.5,  12.9,  27.0,  11.8,  14.5,  14.8,  14.8,   6.5,  44.7,  14.1,  29.0,  34.9,  37.8,  30.0
2026071910020807,1,07190945,17,      28721,   7.7,   3.3,  96.1,  29.7,  13.1,  26.8,  11.7,  14.5,  14.9,  14.8,   6.3,  44.9,  14.1,  28.2,  34.8,  37.1,  30.3
2026071910020807,1,07190953,17,      30277,   7.8,   3.3,  99.6,  30.2,  13.5,  26.5,  11.5,  14.5,  14.6,  13.6,   6.3,  45.7,  14.2,  27.0,  33.5,  37.0,  29.7
2026071910020807,1,07191002,17,      31462,   7.8,   3.4, 101.9,  29.7,  13.8,  26.7,  11.4,  14.7,  14.6,  12.8,   6.3,  47.1,  14.0,  27.1,  34.2,  37.2,  29.7
2026071910020807,1,07191009,17,      32019,   7.9,   3.4, 102.4,  29.7,  13.7,  27.0,  11.5,  14.6,  14.5,  12.6,   6.2,  47.4,  14.2,  26.3,  34.6,  37.3,  29.4
2026071910020807,1,07191017,17,      32897,   7.9,   3.5, 104.4,  28.9,  13.6,  27.0,  11.7,  14.3,  14.3,  12.2,   6.1,  47.2,  14.2,  26.2,  35.0,  38.0,  29.9
2026071910020807,1,07191024,17,      33824,   8.0,   3.4, 105.7,  29.2,  13.7,  26.7,  11.8,  14.2,  14.5,  12.3,   6.1,  47.9,  13.9,  26.5,  33.5,  38.0,  29.8
2026071910020807,1,07191032,17,      35789,   8.3,   3.6, 106.4,  30.5,  14.4,  27.9,  12.4,  14.0,   9.4,  12.5,   6.3,  50.4,  14.5,  27.7,  33.2,  39.4,  31.0
2026071910020807,1,07191040,17,      36955,   8.2,   3.6, 106.7,  30.6,  14.7,  28.4,  11.5,  14.0,   9.4,  12.8,   6.4,  44.0,  14.6,  28.1,  33.5,  37.8,  31.3
2026071910020807,1,07191046,17,      38828,   8.4,   3.4, 111.7,  31.7,  14.8,  29.5,  11.6,  14.3,   9.9,  13.1,   6.6,  46.0,  14.9,  29.3,  33.0,  38.8,  29.1
2026071910020807,1,07191053,17,      39410,   8.5,   3.4, 110.6,  31.8,  14.5,  29.8,  11.7,  14.1,  10.0,  13.2,   6.5,  46.6,  15.0,  29.3,  32.4,  37.9,  29.5
2026071910020807,1,07191100,17,      40491,   8.6,   3.4, 101.2,  31.4,  14.6,  29.9,  11.6,  14.2,   9.7,  12.8,   6.5,  46.8,  15.2,  29.6,  33.0,  38.0,  28.9
2026071910020807,1,07191107,17,      40902,   8.6,   3.4,  99.4,  31.1,  14.5,  29.8,  11.6,  14.2,   9.7,  12.8,   6.5,  47.2,  14.8,  29.4,  33.3,  38.4,  28.8
2026071910020807,1,07191113,17,      42418,   8.8,   3.5, 102.5,  31.9,  14.8,  29.7,  11.4,  14.1,   9.7,  11.8,   6.5,  47.5,  14.6,  29.5,  34.1,  37.7,  29.5
2026071910020807,1,07191119,17,      43132,   8.9,   3.4, 100.5,  31.9,  14.7,  28.7,  11.1,  14.2,   9.8,  12.0,   6.6,  48.3,  14.7,  30.0,  34.7,  38.2,  29.4
2026071910020807,1,07191125,17,      44325,   8.5,   3.5, 100.1,  32.0,  14.3,  28.5,  10.5,  14.2,  10.0,  12.1,   6.6,  49.3,  14.9,  30.1,  35.0,  38.8,  30.0
2026071910020807,1,07191131,17,      44827,   8.4,   3.5, 100.7,  32.0,  14.4,  28.8,  10.3,  14.0,  10.0,  12.1,   6.6,  49.8,  14.9,  30.3,  35.3,  38.2,  30.1
2026071910020807,1,07191137,17,      45904,   8.5,   3.6, 100.6,  32.6,  14.5,  29.1,  10.1,  13.8,  10.1,  12.0,   6.5,  50.9,  15.0,  28.3,  36.1,  35.0,  30.4
2026071910020807,1,07191142,17,      46609,   8.6,   3.6, 101.8,  32.7,  14.6,  28.9,  10.2,  13.8,  10.1,  12.0,   6.5,  51.4,  14.5,  28.2,  36.4,  34.9,  30.1
2026071910020807,1,07191148,17,      47783,   8.5,   3.6, 103.8,  33.2,  14.4,  28.9,  10.1,  13.9,  10.3,  11.7,   6.6,  50.1,  14.3,  26.4,  37.1,  35.3,  30.3
2026071910020807,1,07191153,17,      48869,   8.5,   3.6,  98.4,  33.6,  13.8,  29.3,  10.1,  14.0,  10.4,  11.8,   6.6,  50.9,  14.4,  26.3,  37.7,  35.5,  29.7
2026071910020807,1,07191158,17,      50394,   8.4,   3.7,  92.8,  31.3,  13.6,  29.7,  10.2,  14.2,  10.4,  11.9,   6.6,  52.0,  13.5,  25.8,  38.5,  36.3,  30.0
2026071910020807,1,07191203,17,      51476,   8.4,   3.8,  94.2,  31.6,  13.5,  29.2,  10.3,  14.0,  10.4,  11.9,   6.6,  52.9,  13.7,  25.6,  34.1,  36.2,  30.3
2026071910020807,1,07191209,17,      54073,   7.7,   3.7,  95.4,  32.8,  14.0,  29.7,  10.5,  14.6,  10.5,  12.1,   6.5,  54.2,  13.8,  26.6,  35.5,  36.0,  27.1
2026071910020807,1,07191214,17,      54831,   7.7,   3.8,  96.6,  33.1,  13.9,  29.8,  10.6,  14.7,  10.6,  12.2,   6.6,  54.6,  13.1,  26.6,  35.1,  36.4,  27.1
2026071910020807,1,07191219,17,      56877,   7.8,   3.8,  99.3,  33.8,  13.8,  30.3,  10.3,  14.5,  10.6,  11.9,   6.6,  55.8,  13.2,  27.0,  36.2,  34.2,  27.8
2026071910020807,1,07191224,17,      58063,   7.9,   3.7,  98.6,  34.0,  13.9,  30.8,  10.2,  14.7,  10.8,  11.9,   6.6,  54.5,  13.3,  27.5,  36.8,  34.6,  27.8
2026071910020807,1,07191231,17,      60211,   7.9,   3.8, 100.9,  33.5,  13.6,  31.3,  10.1,  14.7,  10.9,  11.6,   6.6,  55.8,  12.8,  27.8,  37.1,  34.4,  28.4
2026071910020807,1,07191238,17,      62537,   7.8,   3.8,  97.3,  33.6,  13.4,  31.6,   9.9,  14.9,  10.6,  11.5,   6.7,  57.3,  12.7,  27.4,  37.8,  35.0,  27.8
